state,year,month,temp
Nevada,2015,11,35.90
Nevada,2015,12,30.80
Nevada,2016,1,31.10
Nevada,2016,2,38.00
Nevada,2016,3,44.20
Nevada,2016,4,50.10
Nevada,2016,5,55.10
Nevada,2016,6,69.70
Nevada,2016,7,73.70
Nevada,2016,8,72.10
Nevada,2016,9,62.30
Nevada,2016,10,53.20
Nevada,2016,11,43.20
Nevada,2016,12,30.50
Nevada,2017,1,29.10
Nevada,2017,2,38.10
Nevada,2017,3,45.70
Nevada,2017,4,47.10
Nevada,2017,5,57.10
Nevada,2017,6,68.60
Nevada,2017,7,76.20
Nevada,2017,8,73.50
Nevada,2017,9,61.60
Nevada,2017,10,50.40
Nevada,2017,11,44.40
Nevada,2017,12,34.80
Nevada,2018,1,38.50
Nevada,2018,2,33.70
Nevada,2018,3,39.50
Nevada,2018,4,50.00
Nevada,2018,5,57.70
Nevada,2018,6,67.80
Nevada,2018,7,77.00
Nevada,2018,8,73.20
Nevada,2018,9,65.00
Nevada,2018,10,50.30
Nevada,2018,11,39.40
Nevada,2018,12,32.00
Nevada,2019,1,34.10
Nevada,2019,2,30.00
Nevada,2019,3,40.10
Nevada,2019,4,50.10
Nevada,2019,5,51.80
Nevada,2019,6,64.30
Nevada,2019,7,72.80
Nevada,2019,8,73.10
Nevada,2019,9,61.60
Nevada,2019,10,45.60
Nevada,2019,11,41.80
Nevada,2019,12,33.10
New Hampshire,2015,1,14.60
New Hampshire,2015,2,8.10
New Hampshire,2015,3,23.80
New Hampshire,2015,4,40.60
New Hampshire,2015,5,58.90
New Hampshire,2015,6,60.20
New Hampshire,2015,7,66.90
New Hampshire,2015,8,67.60
New Hampshire,2015,9,62.70
New Hampshire,2015,10,45.20
New Hampshire,2015,11,39.60
New Hampshire,2015,12,35.20
New Hampshire,2016,1,22.90
New Hampshire,2016,2,25.60
New Hampshire,2016,3,35.20
New Hampshire,2016,4,40.20
New Hampshire,2016,5,54.80
New Hampshire,2016,6,62.60
New Hampshire,2016,7,68.50
New Hampshire,2016,8,68.20
New Hampshire,2016,9,60.50
New Hampshire,2016,10,48.00
New Hampshire,2016,11,37.90
New Hampshire,2016,12,24.40
New Hampshire,2017,1,25.70
New Hampshire,2017,2,26.70
New Hampshire,2017,3,25.30
New Hampshire,2017,4,45.80
New Hampshire,2017,5,52.20
New Hampshire,2017,6,62.60
New Hampshire,2017,7,66.50
New Hampshire,2017,8,64.10
New Hampshire,2017,9,62.20
New Hampshire,2017,10,53.90
New Hampshire,2017,11,34.60
New Hampshire,2017,12,19.60
New Hampshire,2018,1,18.30
New Hampshire,2018,2,27.00
New Hampshire,2018,3,30.30
New Hampshire,2018,4,38.00
New Hampshire,2018,5,57.30
New Hampshire,2018,6,61.40
New Hampshire,2018,7,69.90
New Hampshire,2018,8,69.20
New Hampshire,2018,9,61.10
New Hampshire,2018,10,45.00
New Hampshire,2018,11,31.20
New Hampshire,2018,12,24.70
New Hampshire,2019,1,18.10
New Hampshire,2019,2,21.10
New Hampshire,2019,3,27.40
New Hampshire,2019,4,42.40
New Hampshire,2019,5,51.30
New Hampshire,2019,6,61.60
New Hampshire,2019,7,70.00
New Hampshire,2019,8,65.80
New Hampshire,2019,9,57.50
New Hampshire,2019,10,48.00
New Hampshire,2019,11,31.60
New Hampshire,2019,12,24.80
New Jersey,2015,1,27.90
New Jersey,2015,2,22.30
New Jersey,2015,3,35.90
New Jersey,2015,4,51.50
New Jersey,2015,5,66.10
New Jersey,2015,6,70.30
New Jersey,2015,7,75.20
New Jersey,2015,8,74.30
New Jersey,2015,9,70.70
New Jersey,2015,10,54.50
New Jersey,2015,11,49.70
New Jersey,2015,12,48.00
New Jersey,2016,1,31.40
New Jersey,2016,2,36.00
New Jersey,2016,3,47.00
New Jersey,2016,4,50.70
New Jersey,2016,5,60.20
New Jersey,2016,6,70.60
New Jersey,2016,7,77.20
New Jersey,2016,8,76.90
New Jersey,2016,9,69.70
New Jersey,2016,10,56.70
New Jersey,2016,11,46.70
New Jersey,2016,12,36.30
New Jersey,2017,1,36.20
New Jersey,2017,2,40.40
New Jersey,2017,3,38.90
New Jersey,2017,4,55.90
New Jersey,2017,5,60.00
New Jersey,2017,6,70.40
New Jersey,2017,7,75.50
New Jersey,2017,8,71.60
New Jersey,2017,9,68.20
New Jersey,2017,10,60.40
New Jersey,2017,11,44.40
New Jersey,2017,12,33.20
New Jersey,2018,1,29.20
New Jersey,2018,2,39.40
New Jersey,2018,3,38.30
New Jersey,2018,4,48.00
New Jersey,2018,5,65.20
New Jersey,2018,6,70.10
New Jersey,2018,7,76.20
New Jersey,2018,8,76.80
New Jersey,2018,9,70.20
New Jersey,2018,10,56.40
New Jersey,2018,11,42.50
New Jersey,2018,12,37.80
New Jersey,2019,1,31.60
New Jersey,2019,2,34.60
New Jersey,2019,3,39.50
New Jersey,2019,4,54.80
New Jersey,2019,5,62.80
New Jersey,2019,6,70.70
New Jersey,2019,7,78.10
New Jersey,2019,8,74.50
New Jersey,2019,9,69.00
New Jersey,2019,10,58.10
New Jersey,2019,11,41.40
New Jersey,2019,12,36.40
New Mexico,2015,1,35.60
New Mexico,2015,2,41.40
New Mexico,2015,3,47.60
New Mexico,2015,4,52.50
New Mexico,2015,5,58.30
New Mexico,2015,6,71.60
New Mexico,2015,7,73.10
New Mexico,2015,8,73.40
New Mexico,2015,9,69.00
New Mexico,2015,10,57.50
New Mexico,2015,11,43.40
New Mexico,2015,12,35.90
New Mexico,2016,1,34.30
New Mexico,2016,2,42.00
New Mexico,2016,3,48.30
New Mexico,2016,4,52.30
New Mexico,2016,5,59.40
New Mexico,2016,6,73.00
New Mexico,2016,7,76.90
New Mexico,2016,8,70.10
New Mexico,2016,9,65.90
New Mexico,2016,10,59.60
New Mexico,2016,11,46.70
New Mexico,2016,12,37.80
New Mexico,2017,1,37.20
New Mexico,2017,2,44.50
New Mexico,2017,3,51.20
New Mexico,2017,4,53.70
New Mexico,2017,5,60.10
New Mexico,2017,6,72.80
New Mexico,2017,7,74.60
New Mexico,2017,8,70.80
New Mexico,2017,9,66.40
New Mexico,2017,10,56.40
New Mexico,2017,11,50.20
New Mexico,2017,12,38.70
New Mexico,2018,1,37.00
New Mexico,2018,2,41.30
New Mexico,2018,3,47.20
New Mexico,2018,4,55.10
New Mexico,2018,5,65.50
New Mexico,2018,6,74.30
New Mexico,2018,7,75.10
New Mexico,2018,8,73.00
New Mexico,2018,9,66.90
New Mexico,2018,10,53.90
New Mexico,2018,11,41.20
New Mexico,2018,12,35.60
New Mexico,2019,1,35.60
New Mexico,2019,2,38.00
New Mexico,2019,3,45.60
New Mexico,2019,4,53.90
New Mexico,2019,5,58.10
New Mexico,2019,6,69.40
New Mexico,2019,7,75.50
New Mexico,2019,8,75.30
New Mexico,2019,9,69.00
New Mexico,2019,10,52.20
New Mexico,2019,11,43.50
New Mexico,2019,12,37.10
New York,2015,1,16.20
New York,2015,2,9.20
New York,2015,3,25.50
New York,2015,4,43.30
New York,2015,5,61.00
New York,2015,6,63.00
New York,2015,7,68.10
New York,2015,8,67.50
New York,2015,9,65.00
New York,2015,10,47.40
New York,2015,11,42.80
New York,2015,12,39.30
New York,2016,1,23.70
New York,2016,2,26.70
New York,2016,3,37.70
New York,2016,4,41.30
New York,2016,5,55.70
New York,2016,6,64.10
New York,2016,7,70.40
New York,2016,8,70.90
New York,2016,9,62.90
New York,2016,10,50.50
New York,2016,11,40.20
New York,2016,12,27.60
New York,2017,1,27.90
New York,2017,2,30.60
New York,2017,3,28.20
New York,2017,4,48.80
New York,2017,5,54.00
New York,2017,6,63.90
New York,2017,7,68.10
New York,2017,8,65.60
New York,2017,9,62.30
New York,2017,10,54.80
New York,2017,11,36.20
New York,2017,12,22.60
New York,2018,1,19.10
New York,2018,2,29.40
New York,2018,3,29.90
New York,2018,4,37.80
New York,2018,5,60.00
New York,2018,6,63.40
New York,2018,7,71.20
New York,2018,8,70.40
New York,2018,9,63.60
New York,2018,10,47.70
New York,2018,11,33.30
New York,2018,12,28.50
New York,2019,1,19.40
New York,2019,2,24.10
New York,2019,3,29.50
New York,2019,4,44.50
New York,2019,5,54.20
New York,2019,6,62.90
New York,2019,7,71.00
New York,2019,8,66.60
New York,2019,9,60.30
New York,2019,10,50.20
New York,2019,11,32.90
New York,2019,12,27.30
North Carolina,2015,1,39.40
North Carolina,2015,2,34.90
North Carolina,2015,3,50.70
North Carolina,2015,4,60.00
North Carolina,2015,5,68.60
North Carolina,2015,6,77.30
North Carolina,2015,7,78.50
North Carolina,2015,8,76.10
North Carolina,2015,9,71.60
North Carolina,2015,10,60.00
North Carolina,2015,11,54.40
North Carolina,2015,12,54.70
North Carolina,2016,1,38.40
North Carolina,2016,2,43.20
North Carolina,2016,3,56.20
North Carolina,2016,4,58.70
North Carolina,2016,5,65.80
North Carolina,2016,6,75.30
North Carolina,2016,7,80.10
North Carolina,2016,8,79.20
North Carolina,2016,9,74.30
North Carolina,2016,10,63.20
North Carolina,2016,11,51.70
North Carolina,2016,12,44.00
North Carolina,2017,1,45.40
North Carolina,2017,2,50.70
North Carolina,2017,3,50.00
North Carolina,2017,4,63.90
North Carolina,2017,5,67.70
North Carolina,2017,6,73.80
North Carolina,2017,7,78.70
North Carolina,2017,8,75.80
North Carolina,2017,9,70.50
North Carolina,2017,10,62.80
North Carolina,2017,11,50.30
North Carolina,2017,12,42.40
North Carolina,2018,1,35.90
North Carolina,2018,2,51.90
North Carolina,2018,3,46.30
North Carolina,2018,4,56.10
North Carolina,2018,5,71.60
North Carolina,2018,6,76.80
North Carolina,2018,7,77.20
North Carolina,2018,8,77.30
North Carolina,2018,9,76.20
North Carolina,2018,10,62.50
North Carolina,2018,11,48.40
North Carolina,2018,12,45.00
North Carolina,2019,1,42.00
North Carolina,2019,2,48.10
North Carolina,2019,3,48.80
North Carolina,2019,4,61.00
North Carolina,2019,5,72.10
North Carolina,2019,6,74.20
North Carolina,2019,7,79.00
North Carolina,2019,8,77.00
North Carolina,2019,9,74.90
North Carolina,2019,10,64.60
North Carolina,2019,11,47.40
North Carolina,2019,12,46.60
North Dakota,2015,1,16.00
North Dakota,2015,2,8.40
North Dakota,2015,3,33.00
North Dakota,2015,4,44.30
North Dakota,2015,5,52.40
North Dakota,2015,6,65.10
North Dakota,2015,7,69.90
North Dakota,2015,8,68.00
North Dakota,2015,9,62.00
North Dakota,2015,10,47.80
North Dakota,2015,11,32.50
North Dakota,2015,12,21.10
North Dakota,2016,1,14.60
North Dakota,2016,2,25.60
North Dakota,2016,3,36.30
North Dakota,2016,4,41.80
North Dakota,2016,5,56.60
North Dakota,2016,6,66.00
North Dakota,2016,7,69.30
North Dakota,2016,8,68.00
North Dakota,2016,9,58.60
North Dakota,2016,10,46.10
North Dakota,2016,11,39.30
North Dakota,2016,12,10.20
North Dakota,2017,1,11.20
North Dakota,2017,2,20.50
North Dakota,2017,3,27.40
North Dakota,2017,4,42.70
North Dakota,2017,5,54.80
North Dakota,2017,6,64.80
North Dakota,2017,7,72.20
North Dakota,2017,8,65.20
North Dakota,2017,9,58.30
North Dakota,2017,10,45.00
North Dakota,2017,11,26.40
North Dakota,2017,12,15.60
North Dakota,2018,1,11.80
North Dakota,2018,2,5.40
North Dakota,2018,3,24.70
North Dakota,2018,4,33.30
North Dakota,2018,5,60.20
North Dakota,2018,6,67.40
North Dakota,2018,7,69.30
North Dakota,2018,8,67.60
North Dakota,2018,9,55.00
North Dakota,2018,10,39.10
North Dakota,2018,11,22.90
North Dakota,2018,12,20.80
North Dakota,2019,1,9.90
North Dakota,2019,2,-2.70
North Dakota,2019,3,20.60
North Dakota,2019,4,41.80
North Dakota,2019,5,49.60
North Dakota,2019,6,64.00
North Dakota,2019,7,69.30
North Dakota,2019,8,65.50
North Dakota,2019,9,58.30
North Dakota,2019,10,37.60
North Dakota,2019,11,26.10
North Dakota,2019,12,16.10
Ohio,2015,1,24.40
Ohio,2015,2,17.30
Ohio,2015,3,35.90
Ohio,2015,4,51.50
Ohio,2015,5,65.00
Ohio,2015,6,69.80
Ohio,2015,7,71.60
Ohio,2015,8,70.10
Ohio,2015,9,68.40
Ohio,2015,10,54.40
Ohio,2015,11,47.30
Ohio,2015,12,43.70
Ohio,2016,1,27.20
Ohio,2016,2,33.60
Ohio,2016,3,46.50
Ohio,2016,4,50.20
Ohio,2016,5,59.70
Ohio,2016,6,71.20
Ohio,2016,7,74.80
Ohio,2016,8,76.00
Ohio,2016,9,69.20
Ohio,2016,10,57.70
Ohio,2016,11,45.80
Ohio,2016,12,31.00
Ohio,2017,1,34.60
Ohio,2017,2,40.50
Ohio,2017,3,40.40
Ohio,2017,4,56.60
Ohio,2017,5,60.10
Ohio,2017,6,69.60
Ohio,2017,7,73.00
Ohio,2017,8,69.70
Ohio,2017,9,65.80
Ohio,2017,10,57.40
Ohio,2017,11,41.80
Ohio,2017,12,29.20
Ohio,2018,1,25.00
Ohio,2018,2,36.60
Ohio,2018,3,36.40
Ohio,2018,4,45.10
Ohio,2018,5,68.00
Ohio,2018,6,71.40
Ohio,2018,7,73.80
Ohio,2018,8,73.60
Ohio,2018,9,69.60
Ohio,2018,10,54.30
Ohio,2018,11,37.40
Ohio,2018,12,35.10
Ohio,2019,1,27.40
Ohio,2019,2,33.00
Ohio,2019,3,36.80
Ohio,2019,4,52.30
Ohio,2019,5,62.80
Ohio,2019,6,68.80
Ohio,2019,7,75.90
Ohio,2019,8,71.80
Ohio,2019,9,69.80
Ohio,2019,10,56.50
Ohio,2019,11,37.40
Ohio,2019,12,36.20
Oklahoma,2015,1,37.70
Oklahoma,2015,2,37.80
Oklahoma,2015,3,51.10
Oklahoma,2015,4,61.40
Oklahoma,2015,5,66.10
Oklahoma,2015,6,78.40
Oklahoma,2015,7,82.10
Oklahoma,2015,8,79.30
Oklahoma,2015,9,76.60
Oklahoma,2015,10,63.40
Oklahoma,2015,11,51.40
Oklahoma,2015,12,44.60
Oklahoma,2016,1,38.20
Oklahoma,2016,2,47.40
Oklahoma,2016,3,54.70
Oklahoma,2016,4,61.40
Oklahoma,2016,5,66.20
Oklahoma,2016,6,79.20
Oklahoma,2016,7,83.20
Oklahoma,2016,8,80.80
Oklahoma,2016,9,75.30
Oklahoma,2016,10,67.10
Oklahoma,2016,11,55.40
Oklahoma,2016,12,38.80
Oklahoma,2017,1,40.90
Oklahoma,2017,2,50.50
Oklahoma,2017,3,56.20
Oklahoma,2017,4,61.40
Oklahoma,2017,5,66.90
Oklahoma,2017,6,77.30
Oklahoma,2017,7,82.50
Oklahoma,2017,8,77.30
Oklahoma,2017,9,73.30
Oklahoma,2017,10,62.00
Oklahoma,2017,11,52.90
Oklahoma,2017,12,40.50
Oklahoma,2018,1,36.60
Oklahoma,2018,2,41.00
Oklahoma,2018,3,53.00
Oklahoma,2018,4,54.20
Oklahoma,2018,5,75.10
Oklahoma,2018,6,80.60
Oklahoma,2018,7,82.70
Oklahoma,2018,8,79.90
Oklahoma,2018,9,73.90
Oklahoma,2018,10,60.10
Oklahoma,2018,11,44.50
Oklahoma,2018,12,40.80
Oklahoma,2019,1,38.30
Oklahoma,2019,2,40.30
Oklahoma,2019,3,47.30
Oklahoma,2019,4,60.40
Oklahoma,2019,5,67.00
Oklahoma,2019,6,75.40
Oklahoma,2019,7,80.70
Oklahoma,2019,8,82.40
Oklahoma,2019,9,79.70
Oklahoma,2019,10,57.50
Oklahoma,2019,11,46.20
Oklahoma,2019,12,43.30
Oregon,2015,1,38.10
Oregon,2015,2,41.70
Oregon,2015,3,45.70
Oregon,2015,4,44.70
Oregon,2015,5,53.50
Oregon,2015,6,65.60
Oregon,2015,7,67.50
Oregon,2015,8,66.90
Oregon,2015,9,58.10
Oregon,2015,10,54.30
Oregon,2015,11,35.80
Oregon,2015,12,32.40
Oregon,2016,1,33.10
Oregon,2016,2,40.20
Oregon,2016,3,41.20
Oregon,2016,4,50.10
Oregon,2016,5,53.20
Oregon,2016,6,60.50
Oregon,2016,7,64.40
Oregon,2016,8,66.70
Oregon,2016,9,57.10
Oregon,2016,10,48.10
Oregon,2016,11,43.20
Oregon,2016,12,27.40
Oregon,2017,1,26.70
Oregon,2017,2,34.80
Oregon,2017,3,41.60
Oregon,2017,4,42.90
Oregon,2017,5,52.90
Oregon,2017,6,59.90
Oregon,2017,7,69.20
Oregon,2017,8,69.60
Oregon,2017,9,59.60
Oregon,2017,10,47.00
Oregon,2017,11,39.30
Oregon,2017,12,32.90
Oregon,2018,1,37.50
Oregon,2018,2,33.20
Oregon,2018,3,38.40
Oregon,2018,4,45.00
Oregon,2018,5,55.40
Oregon,2018,6,58.50
Oregon,2018,7,69.00
Oregon,2018,8,66.50
Oregon,2018,9,57.40
Oregon,2018,10,48.80
Oregon,2018,11,39.30
Oregon,2018,12,32.30
Oregon,2019,1,35.30
Oregon,2019,2,28.80
Oregon,2019,3,37.30
Oregon,2019,4,46.00
Oregon,2019,5,52.60
Oregon,2019,6,59.00
Oregon,2019,7,64.80
Oregon,2019,8,67.10
Oregon,2019,9,56.50
Oregon,2019,10,43.20
Oregon,2019,11,40.60
Oregon,2019,12,34.20
Pennsylvania,2015,1,22.50
Pennsylvania,2015,2,16.10
Pennsylvania,2015,3,31.60
Pennsylvania,2015,4,48.40
Pennsylvania,2015,5,63.40
Pennsylvania,2015,6,67.10
Pennsylvania,2015,7,70.40
Pennsylvania,2015,8,68.90
Pennsylvania,2015,9,66.60
Pennsylvania,2015,10,50.70
Pennsylvania,2015,11,45.50
Pennsylvania,2015,12,42.30
Pennsylvania,2016,1,25.40
Pennsylvania,2016,2,30.70
Pennsylvania,2016,3,43.30
Pennsylvania,2016,4,47.00
Pennsylvania,2016,5,57.40
Pennsylvania,2016,6,67.40
Pennsylvania,2016,7,73.00
Pennsylvania,2016,8,73.40
Pennsylvania,2016,9,66.20
Pennsylvania,2016,10,53.60
Pennsylvania,2016,11,42.60
Pennsylvania,2016,12,31.20
Pennsylvania,2017,1,31.80
Pennsylvania,2017,2,36.60
Pennsylvania,2017,3,35.30
Pennsylvania,2017,4,53.70
Pennsylvania,2017,5,57.10
Pennsylvania,2017,6,66.80
Pennsylvania,2017,7,71.40
Pennsylvania,2017,8,67.40
Pennsylvania,2017,9,63.80
Pennsylvania,2017,10,56.20
Pennsylvania,2017,11,39.20
Pennsylvania,2017,12,28.00
Pennsylvania,2018,1,23.10
Pennsylvania,2018,2,34.30
Pennsylvania,2018,3,33.00
Pennsylvania,2018,4,43.20
Pennsylvania,2018,5,64.00
Pennsylvania,2018,6,66.60
Pennsylvania,2018,7,71.60
Pennsylvania,2018,8,72.10
Pennsylvania,2018,9,66.70
Pennsylvania,2018,10,52.30
Pennsylvania,2018,11,36.70
Pennsylvania,2018,12,33.50
Pennsylvania,2019,1,25.90
Pennsylvania,2019,2,30.20
Pennsylvania,2019,3,34.70
Pennsylvania,2019,4,50.50
Pennsylvania,2019,5,60.60
Pennsylvania,2019,6,65.80
Pennsylvania,2019,7,73.20
Pennsylvania,2019,8,69.60
Pennsylvania,2019,9,65.20
Pennsylvania,2019,10,53.70
Pennsylvania,2019,11,36.50
Pennsylvania,2019,12,32.60
Rhode Island,2015,1,25.50
Rhode Island,2015,2,17.70
Rhode Island,2015,3,31.80
Rhode Island,2015,4,47.20
Rhode Island,2015,5,61.20
Rhode Island,2015,6,64.50
Rhode Island,2015,7,72.30
Rhode Island,2015,8,72.60
Rhode Island,2015,9,67.60
Rhode Island,2015,10,52.40
Rhode Island,2015,11,47.10
Rhode Island,2015,12,45.30
Rhode Island,2016,1,31.30
Rhode Island,2016,2,33.10
Rhode Island,2016,3,42.90
Rhode Island,2016,4,46.20
Rhode Island,2016,5,57.90
Rhode Island,2016,6,66.90
Rhode Island,2016,7,73.80
Rhode Island,2016,8,73.90
Rhode Island,2016,9,66.40
Rhode Island,2016,10,54.70
Rhode Island,2016,11,45.20
Rhode Island,2016,12,34.20
Rhode Island,2017,1,34.20
Rhode Island,2017,2,35.20
Rhode Island,2017,3,34.10
Rhode Island,2017,4,51.50
Rhode Island,2017,5,56.50
Rhode Island,2017,6,66.80
Rhode Island,2017,7,71.10
Rhode Island,2017,8,69.80
Rhode Island,2017,9,66.40
Rhode Island,2017,10,59.60
Rhode Island,2017,11,43.10
Rhode Island,2017,12,30.10
Rhode Island,2018,1,27.60
Rhode Island,2018,2,37.70
Rhode Island,2018,3,37.30
Rhode Island,2018,4,44.40
Rhode Island,2018,5,61.40
Rhode Island,2018,6,65.90
Rhode Island,2018,7,73.80
Rhode Island,2018,8,75.10
Rhode Island,2018,9,66.50
Rhode Island,2018,10,52.70
Rhode Island,2018,11,41.00
Rhode Island,2018,12,35.30
Rhode Island,2019,1,29.00
Rhode Island,2019,2,31.60
Rhode Island,2019,3,35.90
